countryid,country,year,ama_exchange_rate,imf_based_exchange_rate,population,currency,per_capita_gni,agriculture_hunting_forestry_fishing_,changes_in_inventories,construction_,exports_of_goods_and_services,final_consumption_expenditure,general_government_final_consumption_expenditure,gross_capital_formation,gross_fixed_capital_formation_,household_consumption_expenditure_,imports_of_goods_and_services,manufacturing_,mining_manufacturing_utilities_,other_activities_,total_value_added,transport_storage_and_communication_,wholesale_retail_trade_restaurants_and_hotels_,gross_national_income,gross_domestic_product_,income_group,development_status,export_dependency,import_dependency,trade_openness,investment_ratio,government_share,household_share,agriculture_share,services_share,gdp_per_person,investment_per_person,exports_per_person,imports_per_person,gdp_group,population_group,gni_group,trade_group,investment_group,export_group,import_group,government_group,consumption_group,agriculture_group,services_group
233, Estonia ,2021,0.845494139,0.845494139,1328701.0, Euro ,27506.0,751513193.0,551660832.0,2183102064.0,29119437815.0,25271638226.0,7365858276.0,11287192378.0,10735531546.0,17905779950.0,29255091032.0,4730251596.0,6410452481.0,14085372627.0,32603655936.0,4854202781.0,4319012790.0,36546675581.0,37191166152.0,High Income,Developed,0.7829665167257485,0.7866139747389118,1.5695804914646603,0.3034912197124805,0.1980539745889063,0.48145250075835805,0.020206766034938824,0.3787289855185824,27990.621029110385,8494.907716634518,21915.719048153045,22017.81366311909,High,Medium,Very High,Very High,Very High,Very High,Very High,High,Low,Low,High
643, Russian Federation ,2021,73.65435,73.65435,145102755.0, Russian Ruble ,11960.0,67533078862.0,46260675710.0,121000000000.0,549000000000.0,1210000000000.0,313000000000.0,399000000000.0,353000000000.0,894000000000.0,379000000000.0,261000000000.0,468000000000.0,566000000000.0,1600000000000.0,116000000000.0,260000000000.0,1740000000000.0,1780000000000.0,Upper Middle Income,Developing,0.30842696629213484,0.21292134831460674,0.5213483146067416,0.22415730337078651,0.17584269662921348,0.5022471910112359,0.03793993194494382,0.31797752808988766,12267.168876290461,2749.775495303311,3783.5256815075636,2611.9421371427443,Very High,Very High,High,Low,Medium,Medium,Low,High,Low,Medium,Medium
858, Uruguay ,2021,43.554575,43.554575,3426260.0, Peso Uruguayo ,16498.0,3909858221.0,-261429615.0,2714508318.0,18674430265.0,44761146469.0,9907203542.0,10903522886.0,11164952501.0,34853942927.0,15021487601.0,6192522071.0,7866137519.0,25279466298.0,52092843445.0,5102265724.0,7220607365.0,56527549591.0,59317612018.0,High Income,Developed,0.3148210055949862,0.25323823886304986,0.568059244458036,0.18381594462520362,0.16701959510766629,0.5875816935520521,0.06591395182620549,0.4261713416637358,17312.641777915276,3182.3396023652613,5450.383294029058,4384.222913906125,High,Medium,High,Medium,Low,Medium,Low,Medium,Medium,High,High
674, San Marino ,2021,0.845494139,0.845494139,33745.0, Euro ,45440.0,232469.0,-16112892.0,73795453.0,3047387074.0,951440459.0,341048758.0,316594312.0,332707203.0,610391701.0,2613132369.0,560093335.0,560093335.0,610826989.0,1605284301.0,114841948.0,245494106.0,1533364674.0,1701595072.0,High Income,Developed,1.7909002700731846,1.535695778625292,3.3265960486984767,0.18605737475948683,0.20042885855278264,0.3587173652792525,0.0001366182847055166,0.35897317702151876,50425.10214846644,9381.962127722625,90306.32905615646,77437.61650614906,Low,Low,Very High,Very High,Medium,Very High,Very High,High,Low,Low,High
212, Dominica ,2021,2.7,2.7,72412.0, East Caribbean Dollar ,7594.0,94477778.0,,32639883.0,114172210.0,541529732.0,124677104.0,155840710.0,155840710.0,416852629.0,276621480.0,12174074.0,31849006.0,170074170.0,465007407.0,73318445.0,62648126.0,549867076.0,548215595.0,Upper Middle Income,Developing,0.2082615143409045,0.504585207941777,0.7128467222826815,0.28426902011060085,0.22742349020552763,0.7603808297354255,0.17233690333088755,0.31023227276123,7570.783778931669,2152.139286306137,1576.702894547865,3820.1055073744683,Low,Low,High,Medium,High,Low,High,Very High,Very High,Very High,Medium
214, Dominican Republic ,2021,57.22111667,57.22111667,11117873.0, Dominican Peso ,8053.0,5339627232.0,337979740.0,13469953952.0,20500491794.0,73394302233.0,10805114695.0,29547286344.0,29209306604.0,62589187539.0,29198653884.0,14287199773.0,17311947973.0,27499624006.0,87606406525.0,8739375330.0,15245878031.0,89537227858.0,94243426487.0,Upper Middle Income,Developing,0.2175270208031735,0.30982164987419764,0.5273486706773711,0.3135209260252838,0.1146511231368531,0.6641225799194981,0.056657821463405214,0.2917935502885532,8476.749688272208,2657.638411951639,1843.922105784083,2626.2805739910864,High,High,High,Low,Very High,Low,Medium,Low,High,Medium,Medium
670, St. Vincent and the Grenadines ,2021,2.7,2.7,104332.0, East Caribbean Dollar ,8395.0,57463034.0,,53196295.0,138551578.0,874938041.0,182876642.0,282802230.0,282802230.0,684674757.0,415725926.0,35483053.0,66530284.0,354600563.0,743276596.0,92244538.0,119241882.0,875838113.0,880564698.0,Upper Middle Income,Developing,0.15734400699311252,0.4721128690989154,0.6294568760920279,0.3211600813004657,0.20768109647747882,0.7775405470547264,0.06525702669038863,0.4026967737923103,8440.025092972433,2710.5991450369975,1327.9873672506997,3984.644461910056,Low,Low,High,Medium,Very High,Low,High,High,Very High,Medium,High
586, Pakistan ,2021,162.9062537,162.9062537,231402117.0, Pakistan Rupee ,1584.0,77657773775.0,5480010616.0,8497230574.0,31024419774.0,323000000000.0,37461164686.0,50158866293.0,44678855677.0,285000000000.0,61622526877.0,40798986209.0,55879855994.0,80503772558.0,321000000000.0,34737229970.0,63235460659.0,366000000000.0,343000000000.0,Lower Middle Income,Developing,0.09045020342274053,0.17965751276093295,0.27010771618367346,0.14623576178717201,0.10921622357434402,0.8309037900874635,0.22640750371720117,0.23470487626239067,1482.26820241234,216.76061975267064,134.07146043525609,266.3006184900201,Very High,Very High,Low,Low,Low,Low,Low,Low,Very High,Very High,Low
308, Grenada ,2021,2.7,2.7,124610.0, East Caribbean Dollar ,8529.0,57588259.0,,87185333.0,448478543.0,977218225.0,148284556.0,342777564.0,342777564.0,828933669.0,670307836.0,35877259.0,77233927.0,502237037.0,956492370.0,102531474.0,129716340.0,1062761900.0,1115287981.0,Upper Middle Income,Developing,0.402119049644811,0.6010177168761223,1.0031367665209332,0.30734444362312197,0.13295629337549544,0.7432463033061234,0.05163532646372166,0.4503204961911985,8950.228561110665,2750.8030174143328,3599.0574030976645,5379.245935318193,Low,Low,High,High,Very High,High,High,Medium,Very High,Medium,Very High
320, Guatemala ,2021,7.734388333,7.734388333,17608483.0, Quetzal ,4791.0,8079956883.0,1014603485.0,4637037000.0,15296700178.0,83679317336.0,9722794487.0,14587059673.0,13572456188.0,73956522849.0,27577195374.0,12037313285.0,14483333242.0,28162667217.0,80625209157.0,5730678217.0,19531536599.0,84360880033.0,85985881813.0,Upper Middle Income,Developing,0.17789781130891802,0.3207177131005554,0.49861552440947343,0.1696448226782576,0.11307431268943542,0.8601007664239444,0.09396841333292474,0.3275266430162045,4883.207815971427,828.4109240415543,868.7119826279186,1566.1312433331138,High,High,Medium,Low,Low,Low,Medium,Low,Very High,High,Medium
270, Gambia ,2021,51.48444388,51.48444388,2639916.0, Dalasi ,753.0,456986884.0,,256953209.0,135583292.0,1994666382.0,199933486.0,663249306.0,663249306.0,1794732897.0,726966861.0,38132693.0,91372231.0,288792555.0,1892987815.0,122982520.0,675900414.0,1988020570.0,2038414974.0,Low Income,Under-developed,0.06651407771693499,0.35663339912258707,0.4231474768395221,0.3253750165985584,0.09808281853800785,0.880455118261901,0.2241873660804456,0.1416750557092405,772.1514525462173,251.23879168882647,51.358941723903335,275.3749971590005,Low,Medium,Low,Low,Very High,Low,Medium,Low,Very High,Very High,Low
275, State of Palestine ,2021,1.0,1.0,5133392.0, US Dollar ,4176.0,1293555240.0,285500000.0,969623319.0,3180200000.0,20197800000.0,4354600000.0,4647900000.0,4362400000.0,15843200000.0,10244900000.0,2033892808.0,2321817336.0,5821892788.0,15505597826.0,887108581.0,4211600562.0,21434600000.0,18036800000.0,Lower Middle Income,Developing,0.17631730683935065,0.5679998669387031,0.7443171737780537,0.25768983411691654,0.24142863479109378,0.8783819746296461,0.0717175574381265,0.3227785853366451,3513.6221819802577,905.4247172240109,619.5124003777619,1995.736931837662,Medium,Medium,Medium,Medium,High,Low,High,Very High,Very High,High,Medium
608, Philippines ,2021,49.25459773,49.25459773,113880328.0, Philippine Peso ,3584.0,39678420574.0,-4394276534.0,27356761112.0,101000000000.0,358000000000.0,61336410378.0,83482302711.0,87876579245.0,297000000000.0,149000000000.0,69504249730.0,86480541201.0,138000000000.0,394000000000.0,25279078744.0,76916279078.0,408000000000.0,394000000000.0,Lower Middle Income,Developing,0.2563451776649746,0.37817258883248733,0.6345177664974619,0.21188401703299492,0.1556761684720812,0.7538071065989848,0.10070665120304569,0.350253807106599,3459.77226198365,733.0704448884271,886.8959351785498,1308.3910330851875,Very High,Very High,Medium,Medium,Medium,Medium,Medium,Medium,Very High,High,High
276, Germany ,2021,0.845494139,0.845494139,83408554.0, Euro ,52885.0,36240345841.0,59140563725.0,213000000000.0,2000000000000.0,3040000000000.0,943000000000.0,992000000000.0,933000000000.0,2100000000000.0,1780000000000.0,803000000000.0,926000000000.0,1870000000000.0,3850000000000.0,367000000000.0,438000000000.0,4410000000000.0,4260000000000.0,High Income,Developed,0.4694835680751174,0.41784037558685444,0.8873239436619719,0.23286384976525823,0.22136150234741783,0.49295774647887325,0.00850712343685446,0.43896713615023475,51073.898247894336,11893.264568523751,23978.35598492692,21340.736826584958,Very High,Very High,Very High,High,Medium,High,Medium,Very High,Low,Low,Very High
604, Peru ,2021,3.880554131,3.880554131,33715471.0, Nuevo Sol ,6446.0,15561179655.0,-2062334329.0,17150385679.0,64933252177.0,167000000000.0,31261772389.0,50538916186.0,52601250515.0,135000000000.0,58979721002.0,29350962812.0,61083286555.0,62840252125.0,204000000000.0,17487966332.0,29542172617.0,217000000000.0,223000000000.0,Upper Middle Income,Developing,0.29118050303587445,0.2644830538206278,0.5556635568565023,0.22663191114798206,0.14018732013004484,0.6053811659192825,0.06978107468609865,0.28179485257847536,6614.17424659439,1498.982950171451,1925.9185842902803,1749.3370032410344,Very High,Very High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,Medium
218, Ecuador ,2021,1.0,1.0,17797737.0, US Dollar ,5873.0,9994760000.0,1223996000.0,9320219000.0,27803104000.0,81387407000.0,16222352000.0,23726652000.0,22502656000.0,65165055000.0,26751297000.0,17829883000.0,23775441000.0,35734939000.0,99793443000.0,8211188000.0,12756896000.0,105000000000.0,106000000000.0,Upper Middle Income,Developing,0.2622934339622642,0.25237072641509434,0.5146641603773585,0.22383633962264152,0.1530410566037736,0.6147646698113207,0.09429018867924528,0.33712206603773587,5955.8133711044275,1333.1274644636,1562.170741145349,1503.0729468583563,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,High
662, Saint Lucia ,2021,2.7,2.7,179651.0, East Caribbean Dollar ,9655.0,33178589.0,,72646672.0,542885843.0,1566753032.0,232016775.0,427493069.0,427493069.0,1334736257.0,800822401.0,67705916.0,124424770.0,671623981.0,1531816795.0,139804834.0,490137949.0,1734513535.0,1764902581.0,Upper Middle Income,Developing,0.3076010250335738,0.45374878456251744,0.7613498095960912,0.24221907407364146,0.1314615194616229,0.7562662502559965,0.018799105036834893,0.3805445060992859,9824.062103745595,2379.5752264112084,3021.8915731056327,4457.656239041252,Low,Low,High,Medium,High,Medium,High,Medium,Very High,Low,High
222, El Salvador ,2021,1.0,1.0,6314167.0, US Dollar ,4294.0,1413032428.0,347329652.0,1516255742.0,8490952259.0,29622555551.0,5647168610.0,6377385153.0,6030055500.0,23975386941.0,15753952107.0,4361626099.0,5394329190.0,11046266427.0,25528830593.0,2119720709.0,4039226097.0,27112722585.0,28736940855.0,Lower Middle Income,Developing,0.2954716823145301,0.5482125667617448,0.8436842490762749,0.2219228965664376,0.19651251810324263,0.834305469812333,0.04917128914764578,0.3843925657479313,4551.184796822764,1010.0121129200415,1344.7462284415346,2495.0166992732375,High,Medium,Medium,High,Medium,Medium,High,High,Very High,Medium,High
688, Serbia ,2021,99.39594167,99.39594167,7296769.0, Serbian Dinar ,8377.0,4118418237.0,1992114116.0,3766796948.0,34309384827.0,51845907125.0,10589335765.0,16172467854.0,14180353738.0,41256571360.0,39259651071.0,8348457909.0,12160725516.0,18473660778.0,52549480754.0,5720720128.0,8309159146.0,61127521109.0,63068108024.0,Upper Middle Income,Developing,0.5440052968442287,0.6224960966969247,1.1665013935411535,0.2564286191658978,0.1679031779575554,0.6541590140027695,0.06530112232687832,0.2929160451581965,8643.292397498126,2216.387534537547,4701.996846412433,5380.415780052787,High,High,High,Very High,High,Very High,Very High,Medium,High,Medium,Medium
31, Azerbaijan ,2021,1.7,1.7,10312992.0, Azerbaijanian Manat ,5263.0,3209882353.0,397470588.0,3218176471.0,25487647059.0,36014411765.0,7338176471.0,9457058824.0,9059588235.0,28676235294.0,16336941176.0,3727705882.0,23233882353.0,9395588235.0,50008000000.0,4723294118.0,6227176471.0,54276583194.0,54622176471.0,Upper Middle Income,Developing,0.46661720029651144,0.2990898977574357,0.7657070980539471,0.17313588426892768,0.13434427086397746,0.5249925423463268,0.05876518587105716,0.1720105063918188,5296.443211727498,917.0043789425998,2471.4115029857485,1584.112658673642,High,High,Medium,Medium,Low,High,Low,Medium,Medium,Medium,Low
686, Senegal ,2021,554.530675,554.530675,16876720.0, CFA Franc BCEAO ,1602.0,4233226378.0,1094067961.0,858907702.0,6398308754.0,22962676245.0,3917778343.0,10465051481.0,9370983521.0,19044897901.0,12200873996.0,4077911848.0,5955125490.0,7871470234.0,24748630277.0,2040410377.0,3789490096.0,27041622169.0,27625162484.0,Lower Middle Income,Developing,0.23161162428296253,0.4416579994078416,0.6732696236908041,0.37882316482522665,0.14181919636740986,0.6894040138960437,0.1532380625978873,0.2849384230249873,1636.879825226703,620.0879958309434,379.1203950767685,722.941068880683,Medium,High,Low,Medium,Very High,Medium,High,Medium,High,High,Medium
203, Czechia ,2021,21.67816667,21.67816667,10510751.0, Czech Koruna ,25608.0,5200485896.0,11361984793.0,14324919850.0,205000000000.0,188000000000.0,60566514696.0,85053779148.0,73691794355.0,128000000000.0,197000000000.0,59399672482.0,70963011940.0,102000000000.0,256000000000.0,32320814337.0,31229532018.0,269000000000.0,282000000000.0,High Income,Developed,0.7269503546099291,0.6985815602836879,1.425531914893617,0.30160914591489363,0.21477487480851065,0.45390070921985815,0.01844143934751773,0.3617021276595745,26829.67182839742,8092.0744053398275,19503.839449721527,18742.714007781175,Very High,High,Very High,Very High,Very High,Very High,Very High,High,Low,Low,High
682, Saudi Arabia ,2021,3.75,3.75,35950396.0, Saudi Riyal ,23642.0,19267089709.0,384349796.0,45513407534.0,290000000000.0,550000000000.0,204000000000.0,197000000000.0,197000000000.0,346000000000.0,203000000000.0,109000000000.0,334000000000.0,267000000000.0,788000000000.0,45671772961.0,76680354158.0,850000000000.0,834000000000.0,High Income,Developed,0.34772182254196643,0.2434052757793765,0.5911270983213429,0.23621103117505995,0.2446043165467626,0.4148681055155875,0.02310202602997602,0.32014388489208634,23198.63180366636,5479.772740194572,8066.670531250894,5646.669371875625,Very High,Very High,Very High,Medium,High,High,Low,Very High,Low,Medium,Medium
583, Micronesia (FS of) ,2021,1.0,1.0,113131.0, US Dollar ,3934.0,90881445.0,6835778.0,7536789.0,97800000.0,431508551.0,176875782.0,114499298.0,107663520.0,254632769.0,289000000.0,1990518.0,12095733.0,194156967.0,380528744.0,23335764.0,52522047.0,445078050.0,404178050.0,Lower Middle Income,Developing,0.241972566298442,0.7150314075690157,0.9570039738674577,0.28328925333773075,0.43761847532294246,0.630001478308879,0.2248549741877373,0.48037484222609317,3572.6551519919385,1012.0948104409932,864.4845356268397,2554.5606420874915,Low,Low,Medium,High,High,Medium,Very High,Very High,High,Very High,Very High
332, Haiti ,2021,89.22663651,89.22663651,11447569.0, Gourde ,1665.0,3925920865.0,,786989613.0,1354909304.0,19951945625.0,1418578632.0,3437022979.0,3437022979.0,18533366993.0,5700136415.0,3676032324.0,4058965512.0,4492675776.0,18594090360.0,807796688.0,4521741904.0,19064726488.0,19043741493.0,Lower Middle Income,Developing,0.07114722201506624,0.29931809445613544,0.3704653164712017,0.18048044709404207,0.07449054234019264,0.9731998830068345,0.20615281227394677,0.2359135035335044,1663.562062216004,300.240424757431,118.35781937632348,497.9342264720134,Medium,High,Low,Low,Low,Low,Low,Low,Very High,Very High,Low
340, Honduras ,2021,24.01665532,24.01665532,10278345.0, Lempira ,2546.0,3145396350.0,423322892.0,1652157616.0,10957712323.0,28334669870.0,4165055402.0,6835797815.0,6412474923.0,24169614468.0,17639458712.0,4663663549.0,5920274829.0,9605445344.0,26946398710.0,1809731597.0,4813392974.0,26171879119.0,28488721296.0,Lower Middle Income,Developing,0.3846333504810036,0.6191734100216247,1.0038067605026284,0.23994751270074693,0.14620015264022398,0.8483923941996502,0.11040847770312646,0.33716660162450557,2771.7226164328986,665.0679477094804,1066.0969565625594,1716.1769440508176,High,High,Medium,High,High,High,Very High,Medium,Very High,High,High
300, Greece ,2021,0.845494139,0.845494139,10445365.0, Euro ,20481.0,8317434358.0,10454199022.0,3459628950.0,87827556200.0,192000000000.0,46479493106.0,38992003000.0,28537803978.0,146000000000.0,104000000000.0,18582627930.0,29442548274.0,92328073523.0,188000000000.0,18992680962.0,35122577673.0,214000000000.0,215000000000.0,High Income,Developed,0.40850026139534884,0.48372093023255813,0.892221191627907,0.1813581534883721,0.21618368886511627,0.6790697674418604,0.0386857412,0.42943290010697677,20583.29220663902,3732.947867307653,8408.280246788887,9956.569253443991,Very High,High,High,High,Low,High,High,High,High,Medium,Very High
24, Angola ,2021,631.4419555,631.4419555,34503774.0, Kwanza ,2070.0,8101381220.0,1232228649.0,4407157262.0,31095400431.0,36105433418.0,5612239172.0,14799999130.0,13567770481.0,30493194246.0,11467589802.0,4613059007.0,29112064600.0,12549986473.0,70491391349.0,1434058969.0,14886742824.0,71422092267.0,70533243177.0,Lower Middle Income,Developing,0.4408616282249703,0.16258418421541457,0.6034458124403849,0.20983012354699285,0.07956871000410883,0.43232372243934253,0.11485904879873379,0.17793009236093643,2044.2182115208614,428.9385598804351,901.2173691782239,332.35755027841304,High,Very High,Low,Medium,Medium,High,Low,Low,Low,High,Low
598, Papua New Guinea ,2021,3.50877193,3.50877193,9949437.0, Kina ,2607.0,5145732000.0,107775601.0,1516827000.0,12198558491.0,21789086141.0,6093385716.0,2111131253.0,2003355653.0,15695700425.0,9504257385.0,452437500.0,7578663000.0,7293891000.0,25422370500.0,1000293000.0,2886964500.0,25938447797.0,26594518500.0,Lower Middle Income,Developing,0.45868694674806765,0.3573765543076104,0.816063501055678,0.07938219498127029,0.22912186644777946,0.590185546130493,0.1934884438686115,0.2742629463285827,2672.967173921499,212.1860013787715,1226.0551517638637,955.2557983934166,Medium,High,Medium,High,Low,High,Medium,Very High,Medium,Very High,Medium
304, Greenland ,2021,6.287113083,6.287113083,56243.0, Danish Krone ,56613.0,588299617.0,,367995324.0,1329743575.0,2597729078.0,1436176618.0,930649400.0,930649400.0,1161552461.0,1585609516.0,132373077.0,218188702.0,1268759996.0,3145680973.0,350129469.0,352307865.0,3184058181.0,3272512495.0,High Income,Developed,0.4063372033053154,0.48452359415666646,0.8908607974619819,0.2843837575630097,0.43886054528265445,0.3549421011454381,0.1797700139873721,0.38770210898766944,58185.24074107,16546.937396653804,23642.827996372882,28192.121970734137,Low,Low,Very High,High,High,High,High,Very High,Low,Very High,High
591, Panama ,2021,1.0,1.0,4351267.0, Balboa ,14012.0,1653008354.0,-1081661219.0,9191713711.0,32479296000.0,41379053000.0,9866117000.0,16228135781.0,17309797000.0,31512936000.0,26481419000.0,3440629156.0,8415531864.0,21272046264.0,61243116679.0,8004669382.0,12706147103.0,60968596257.0,63605065781.0,High Income,Developed,0.5106400819052712,0.4163413507216352,0.9269814326269064,0.2551390456363248,0.1551152707548522,0.49544695242518705,0.025988627379012693,0.3344394979048092,14617.596617490952,3729.5196504834107,7464.330734013794,6085.909920030189,High,Medium,High,High,High,High,Medium,Medium,Low,Medium,High
204, Benin ,2021,554.6077989,554.6077989,12996895.0, CFA Franc BCEAO ,1347.0,5046093382.0,71311878.0,1016672337.0,3700039684.0,13684318285.0,1782198674.0,5102988756.0,5031676877.0,11902119611.0,4799723190.0,1676745645.0,1896019448.0,3882025065.0,16074746480.0,1578600764.0,2655335484.0,17502880446.0,17687623535.0,Lower Middle Income,Developing,0.20918806173584698,0.27136054657101794,0.4805486083068649,0.28850618320218563,0.10075964532337611,0.6729066563096092,0.2852895060783529,0.21947691600956498,1360.9114742405782,392.63137510920876,284.6864334904606,369.2976814846931,Medium,High,Low,Low,Very High,Low,Low,Low,High,Very High,Low
208, Denmark ,2021,6.287113083,6.287113083,5854240.0, Danish Krone ,70390.0,3454049532.0,867515174.0,19251761247.0,238000000000.0,278000000000.0,96769711633.0,91486046688.0,90618531514.0,182000000000.0,209000000000.0,47621538864.0,57700568646.0,170000000000.0,346000000000.0,43440764691.0,52452054810.0,412000000000.0,398000000000.0,High Income,Developed,0.5979899497487438,0.5251256281407035,1.1231155778894473,0.22986443891457287,0.24313997897738693,0.457286432160804,0.008678516412060302,0.4271356783919598,67984.91349859248,15627.31399600973,40654.295006696004,35700.620405039765,Very High,Medium,Very High,Very High,Medium,Very High,High,Very High,Low,Low,High
678, Sao Tome and Principe ,2021,20.58316667,20.58316667,223107.0, Dobra ,2512.0,69134978.0,,29323309.0,87044116.0,535792546.0,82656610.0,145132939.0,145132939.0,453135935.0,213366304.0,33336706.0,46339124.0,170721533.0,543904845.0,61904630.0,166481271.0,560381545.0,554603297.0,Lower Middle Income,Developing,0.15694842867116962,0.38471878035012835,0.541667209021298,0.261687840272612,0.14903735777827518,0.8170451518249809,0.1246566300163917,0.30782639397111267,2485.8175539091108,650.5082269942225,390.1451590492454,956.3406975128526,Low,Low,Medium,Low,High,Low,Medium,Medium,Very High,High,Medium
184, Cook Islands ,2021,1.4138,1.4138,17003.0, New Zealand Dollar ,19264.0,8945543.0,,10361924.0,277878440.0,208664297.0,101816666.0,34787340.0,34787340.0,106847630.0,195667916.0,12799657.0,23833749.0,136807527.0,297682388.0,36339249.0,81394396.0,327543922.0,327543922.0,High Income,Developed,0.8483700088319758,0.5973791691973451,1.445749178029321,0.10620664180726272,0.31084889433545954,0.32620855654283826,0.027310972358693317,0.41767689097891425,19263.89001940834,2045.9530671058048,16342.906545903665,11507.846615303182,Low,Low,High,Very High,Low,Very High,High,Very High,Low,Medium,High
854, Burkina Faso ,2021,554.530675,554.530675,22100683.0, CFA Franc BCEAO ,865.0,3446317424.0,438548906.0,641185343.0,5424483543.0,15225828356.0,3320074575.0,4205285452.0,3766736546.0,11905753781.0,5848263830.0,1879424457.0,5676632863.0,5689541467.0,18072421932.0,838024778.0,1780720057.0,19113903222.0,19737616003.0,Low Income,Under-developed,0.27482972321355886,0.2963004158714557,0.5711301390850146,0.2130594419995212,0.1682105161279543,0.6032012062242166,0.17460656968279148,0.2882587981312041,893.0771959853006,190.27852903912517,245.44415858098142,264.6191445757581,Medium,High,Low,Medium,Medium,Medium,Low,High,Medium,Very High,Medium
188, Costa Rica ,2021,620.78472,620.78472,5153957.0, Costa Rican Colon ,11627.0,2863275923.0,1208578435.0,2655400952.0,23226247652.0,50591665787.0,10444342811.0,12625618580.0,11417040145.0,40147322975.0,22161095425.0,8923515417.0,10553540244.0,30137146701.0,59056307182.0,5704930357.0,7142013006.0,59926089135.0,64282436594.0,Upper Middle Income,Developing,0.3613156078493747,0.3447457283700487,0.7060613362194234,0.19640852539149786,0.16247583888216918,0.6245457562314506,0.04454211872963217,0.46882396339987126,12472.443327330826,2449.6942019500743,4506.488442181415,4299.8215594348185,High,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Very High
694, Sierra Leone ,2021,10439.42532,10439.42532,8420641.0, Leone ,499.0,2441133704.0,16966676.0,32608500.0,719316463.0,4817258246.0,311244020.0,474506388.0,457539712.0,4506014226.0,1761846791.0,79790886.0,219528463.0,1003099565.0,4066836698.0,121293937.0,249172528.0,4200434953.0,4249234287.0,Low Income,Under-developed,0.1692814315277128,0.4146268885173382,0.583908320045051,0.11166868097899257,0.073247083822187,1.0604296966598397,0.5744879051428966,0.23606595853489593,504.6212380981448,56.35038805240599,85.42300556454074,209.22953383240065,Low,High,Low,Medium,Low,Low,Medium,Low,Very High,Very High,Low
191, Croatia ,2021,6.360083167,6.360083167,4060135.0, Croatian Kuna ,16950.0,2004502090.0,739235616.0,3426386012.0,35358798636.0,54933747067.0,15327158065.0,15035337981.0,14296102365.0,39606589002.0,36372794811.0,7862145618.0,10218073930.0,25819505138.0,57298951987.0,5964827661.0,9865657155.0,68820292559.0,68955088873.0,High Income,Developed,0.5127801183915965,0.5274852865172958,1.0402654049088924,0.21804537165765622,0.22227740280676356,0.5743823936612795,0.029069675969700347,0.3744394439916365,16983.44731714586,3703.162082295293,8708.774125983495,8958.518574136082,High,Medium,High,High,Medium,High,High,Very High,Medium,Medium,High
352, Iceland ,2021,126.9888602,126.9888602,370335.0, Iceland Krona ,69996.0,1158138673.0,36659279.0,1825391146.0,9779499273.0,20211084845.0,7028090524.0,5848534775.0,5811875497.0,13182994322.0,10236699691.0,2347147951.0,3395031315.0,11691687488.0,22921749769.0,2251445777.0,2600055371.0,25921824912.0,25602419210.0,High Income,Developed,0.3819755935087667,0.39983329727690997,0.7818088907856766,0.2284368022813888,0.2745088449006769,0.5149120563126659,0.04523551714002264,0.4566633876314847,69133.13408130477,15792.552081223757,26407.169921827535,27641.728950814802,Medium,Low,Very High,Medium,Medium,High,Medium,Very High,Low,Medium,Very High
356, India ,2021,73.91801282,73.91801282,1407563842.0, Indian Rupee ,2239.0,538000000000.0,29515077887.0,233000000000.0,685000000000.0,2260000000000.0,356000000000.0,998000000000.0,969000000000.0,1910000000000.0,765000000000.0,447000000000.0,596000000000.0,1040000000000.0,2890000000000.0,171000000000.0,306000000000.0,3150000000000.0,3200000000000.0,Lower Middle Income,Developing,0.2140625,0.2390625,0.453125,0.311875,0.11125,0.596875,0.168125,0.325,2273.431516579125,709.0264542331147,486.65643401771894,543.4922219321971,Very High,Very High,Low,Low,Very High,Low,Low,Low,Medium,High,Medium
558, Nicaragua ,2021,35.17101667,35.17101667,6850540.0, Cordoba Oro ,1927.0,2169868164.0,-32724221.0,637431561.0,6563591377.0,12462626614.0,1994432151.0,3309518127.0,3342242348.0,10468194463.0,8322721665.0,1957544984.0,3172680221.0,3838912057.0,12470221649.0,595243804.0,2056085842.0,13198637240.0,14013014452.0,Lower Middle Income,Developing,0.4683925360587361,0.5939280012525887,1.062320537311325,0.23617460314027228,0.1423271315270317,0.7470337305979109,0.15484663713383287,0.2739533360327116,2045.5342866401772,483.1032483570638,958.1129921144902,1214.9000903578403,Medium,High,Low,High,High,High,High,Medium,Very High,High,Medium
585, Palau ,2021,1.0,1.0,18024.0, US Dollar ,16252.0,8316513.0,142086.0,18102991.0,13315887.0,303187556.0,98018585.0,73765988.0,73623902.0,205168971.0,173663248.0,2448466.0,8252673.0,109470202.0,194159052.0,8320944.0,41695727.0,292932037.0,217804328.0,High Income,Developed,0.06113692561701529,0.7973360749745984,0.8584730005916136,0.33868008352891865,0.4500304741419096,0.9419875761146491,0.03818341479421841,0.502608019800231,12084.128273413227,4092.6535730137593,738.7864513981358,9635.111407012871,Low,Low,High,High,Very High,Low,Very High,Very High,Very High,Medium,Very High
